,adj_arg_ovl,adj_stem_ovl,arg_ovl,stem_ovl,adjacent_refs,anaphoric_refs,words_before_main_verb,add_neg_conn_ratio,add_pos_conn_ratio,and_ratio,cau_neg_conn_ratio,cau_pos_conn_ratio,conn_ratio,if_ratio,log_neg_conn_ratio,log_pos_conn_ratio,logic_operators,negation_ratio,tmp_neg_conn_ratio,tmp_pos_conn_ratio,mean_noun_phrase,ttr,cw_freq,min_cw_freq,adjective_ratio,adverbs,content_words,function_words,personal_pronouns,pronoun_ratio,verbs,adjectives_ambiguity,adverbs_ambiguity,hypernyms_verbs,nouns_ambiguity,verbs_ambiguity,paragraphs,sentences,sentences_per_paragraph,syllables_per_content_word,words,words_per_sentence,flesch
3177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04167,0.04167,0.0,0.0,0.0,0.0,0.0,0.0,0.04167,7.33333,0.875,32444.16667,127.0,0.0,0.0,0.5,0.5,0.0,0.16667,0.16667,0.0,0.0,1.66667,1.125,5.66667,1.0,1.0,1.0,3.08333,24.0,24.0,30.6
1528,7.66667,8.0,6.83333,8.16667,0.0,0.0,1.25,0.009170000000000001,0.009170000000000001,0.0,0.0,0.01835,0.02752,0.0,0.0,0.01835,0.0,0.0,0.0,0.0,6.2958300000000005,0.503,71398.07018,24.75,0.0367,0.0,0.52294,0.47706000000000004,0.0,0.10092000000000001,0.15596,2.33333,0.0,0.4375,5.64286,9.0,1.0,4.0,4.0,2.6842099999999998,109.0,27.25,49.64781
1654,1.33333,1.83333,1.19048,1.61905,0.0,0.0,1.0,0.0,0.01031,0.0,0.0,0.01031,0.01031,0.0,0.0,0.01031,0.0,0.0,0.0,0.0,5.38095,0.65979,298127.68333,7555.57143,0.08247,0.01031,0.61856,0.38144,0.0,0.07216,0.13402,3.75,1.0,0.66667,3.4117599999999997,10.2,1.0,7.0,7.0,2.66667,97.0,13.85714,53.35969
1609,2.8,3.6,1.66667,2.46667,0.6,1.0,2.16667,0.0,0.04082,0.02041,0.0,0.051019999999999996,0.09183999999999999,0.0102,0.0,0.051019999999999996,0.04082,0.0102,0.0,0.0102,5.1416699999999995,0.64286,229207.93103,285.16667,0.02041,0.04082,0.5918399999999999,0.40815999999999997,0.0102,0.07143,0.16327,2.0,2.5,0.2,1.9393900000000002,8.0,1.0,6.0,6.0,2.81034,98.0,16.33333,51.83422
1647,1.0,1.8,1.26667,2.33333,0.0,0.0,1.5,0.0,0.02532,0.01266,0.0,0.02532,0.03797,0.0,0.0,0.02532,0.02532,0.0,0.0,0.0,4.5,0.6962,327022.05882,2056.0,0.06329,0.0,0.64557,0.35443,0.0,0.01266,0.25316,2.8,0.0,1.5,3.4782599999999997,9.727269999999999,1.0,6.0,6.0,3.0196099999999997,79.0,13.166670000000002,36.28602
1991,6.5,7.33333,8.476189999999999,9.33333,0.0,0.0,0.28570999999999996,0.0,0.02837,0.02128,0.0,0.02128,0.04965,0.007090000000000001,0.0,0.014180000000000002,0.035460000000000005,0.0,0.0,0.007090000000000001,8.61667,0.5869,242218.60606,1208.57143,0.07801,0.007090000000000001,0.70213,0.29786999999999997,0.006670000000000001,0.02837,0.12766,0.77778,0.0,1.16667,1.6,5.81818,1.0,7.0,7.0,2.85859,141.0,20.14286,30.99
1596,2.66667,3.66667,2.66667,3.5,0.0,0.0,5.25,0.0,0.02632,0.0,0.0,0.052629999999999996,0.052629999999999996,0.0,0.0,0.03947,0.0,0.0,0.0,0.0,9.41667,0.61842,134231.59091,2823.75,0.06579,0.01316,0.57895,0.42105,0.0,0.03947,0.09211,2.4,5.0,0.71429,4.64286,15.166670000000002,1.0,4.0,4.0,2.81818,76.0,19.0,52.55789
1651,2.16667,6.5,1.95238,3.38095,0.0,0.0,1.0,0.0,0.0155,0.00775,0.0,0.031010000000000003,0.03876,0.0,0.0,0.0155,0.00775,0.0,0.0,0.0,7.0952399999999995,0.62533,143311.39505999998,5935.28571,0.15504,0.031010000000000003,0.6279100000000001,0.37209000000000003,0.0,0.07752,0.10078,7.75,5.0,0.76923,4.02703,9.4,1.0,7.0,7.0,2.61728,129.0,18.42857,51.09279
1524,1.5714299999999999,1.8571400000000002,1.78571,2.53571,0.0,0.0,1.5,0.01587,0.03175,0.01587,0.0,0.03175,0.06348999999999999,0.007940000000000001,0.0,0.03175,0.023809999999999998,0.0,0.0,0.007940000000000001,6.22917,0.64259,121300.71429,827.75,0.12697999999999998,0.007940000000000001,0.61111,0.38889,0.0,0.0873,0.15872999999999998,3.41667,5.0,1.1052600000000001,2.42105,7.933330000000001,1.0,8.0,8.0,2.66234,126.0,15.75,52.90589
1727,1.5,2.5,2.33333,4.0,0.0,0.0,1.0,0.0,0.034480000000000004,0.0,0.0,0.034480000000000004,0.034480000000000004,0.0,0.0,0.034480000000000004,0.0,0.0,0.0,0.0,10.44444,0.68966,148887.09375,757.0,0.08621000000000001,0.0,0.55172,0.44828,0.0,0.06897,0.10345,1.0,0.0,1.0,5.75,10.6,1.0,3.0,3.0,2.53125,58.0,19.33333,60.011669999999995
1537,3.0,3.0,4.0,4.0,0.0,0.0,0.66667,0.0,0.029410000000000002,0.014709999999999999,0.0,0.058820000000000004,0.07353,0.0,0.0,0.029410000000000002,0.014709999999999999,0.0,0.0,0.0,6.77778,0.61765,233611.95122,0.0,0.11765,0.014709999999999999,0.6029399999999999,0.39705999999999997,0.0,0.029410000000000002,0.058820000000000004,2.0,3.0,1.0,5.44,8.33333,1.0,3.0,3.0,2.56098,68.0,22.66667,54.1401
1289,2.6,3.2,2.26667,2.8,0.4,0.4,1.33333,0.00633,0.02532,0.02532,0.0,0.01899,0.05063,0.0,0.0,0.01266,0.02532,0.0,0.0,0.0,6.14815,0.54627,320557.4,711.6666700000001,0.10127,0.00633,0.6329100000000001,0.36709,0.00288,0.05063,0.12025,1.5333299999999999,5.0,0.64286,1.98387,8.0,1.0,6.0,6.0,2.94,158.0,26.33333,25.06363
1980,1.8,2.4,1.13333,1.86667,0.0,0.0,1.83333,0.0,0.01835,0.009170000000000001,0.0,0.0367,0.04587,0.009170000000000001,0.0,0.02752,0.0367,0.0,0.0,0.0,5.75833,0.6809999999999999,201765.0,31071.16667,0.05505,0.009170000000000001,0.56881,0.43118999999999996,0.0,0.0367,0.14679,1.0,4.0,1.06667,4.076919999999999,6.909089999999999,1.0,6.0,6.0,3.16129,109.0,18.16667,34.0307
2927,0.6,0.8,0.66667,0.8,0.0,0.0,1.66667,0.0,0.02128,0.01064,0.0,0.03191,0.04255,0.0,0.0,0.02128,0.01064,0.0,0.0,0.0,5.31944,0.70213,77638.18966,436.66667,0.05319,0.01064,0.61702,0.38298000000000004,0.01064,0.05319,0.07447000000000001,1.75,4.0,0.71429,3.0,8.16667,1.0,6.0,6.0,2.87931,94.0,15.666670000000002,44.83333
1645,1.4,1.6,1.6,2.2,0.0,0.0,1.0,0.0,0.02469,0.01235,0.0,0.02469,0.03704,0.0,0.0,0.01235,0.02469,0.0,0.0,0.0,4.77778,0.64198,195464.28,2068.83333,0.08642000000000001,0.0,0.61728,0.38272,0.0,0.01235,0.16049000000000002,4.5,0.0,1.6,4.36667,8.625,1.0,6.0,6.0,2.68,81.0,13.5,56.5325
2149,1.4666700000000001,1.73333,0.90833,1.1,0.06667000000000001,0.26666999999999996,0.5625,0.0,0.034480000000000004,0.017240000000000002,0.0,0.02586,0.06034,0.0,0.0,0.034480000000000004,0.02586,0.0,0.0,0.008620000000000001,3.20833,0.62588,293379.52,176959.125,0.05172,0.034480000000000004,0.64655,0.35345,0.01,0.06034,0.14655,3.16667,0.0,0.9411799999999999,3.6829300000000003,9.84615,1.0,16.0,16.0,2.73333,116.0,7.25,55.502109999999995
3038,2.0,2.0,2.0,2.0,0.0,0.0,0.5,0.0,0.025639999999999996,0.025639999999999996,0.0,0.025639999999999996,0.05127999999999999,0.0,0.0,0.0,0.025639999999999996,0.0,0.0,0.0,6.625,0.76923,106947.21429,63.5,0.05127999999999999,0.025639999999999996,0.71795,0.28205,0.0,0.025639999999999996,0.15385,0.5,3.0,0.2,3.55556,8.4,1.0,2.0,2.0,2.28571,39.0,19.5,66.35019
1114,0.8333299999999999,1.83333,1.38095,1.8571400000000002,0.0,0.0,1.4285700000000001,0.0,0.03497,0.020980000000000002,0.0,0.03497,0.05594,0.020980000000000002,0.0,0.03497,0.05594,0.0,0.0,0.0,4.17985,0.6175,145130.50549,8068.285709999999,0.09091,0.01399,0.63636,0.36364,0.0,0.01399,0.14685,3.8,4.0,0.73333,3.26531,6.72222,1.0,7.0,7.0,2.6373599999999997,143.0,20.42857,51.20909
1398,7.75,9.75,4.0,6.0,0.0,0.0,4.0,0.0,0.01379,0.0069,0.0,0.04828,0.055170000000000004,0.01379,0.0,0.034480000000000004,0.02069,0.0,0.0,0.0,4.75455,0.52261,344342.04598,119.0,0.07586,0.01379,0.6,0.4,0.0,0.04828,0.13793,2.09091,0.0,0.61111,2.8913,9.84615,1.0,5.0,5.0,2.68966,145.0,29.0,42.03172
1652,1.33333,2.33333,1.19048,1.71429,0.0,0.0,0.85714,0.0,0.0198,0.0099,0.0,0.0297,0.0396,0.0,0.0,0.0198,0.0099,0.0,0.0,0.0099,6.33333,0.69,129404.65574000002,2785.0,0.06931,0.0,0.60396,0.39604,0.0,0.07921,0.12871,1.8571400000000002,0.0,1.0,2.39474,7.9,1.0,7.0,7.0,2.95082,101.0,14.42857,36.51079
1641,1.5,1.5,2.1,2.1,0.0,0.0,0.8,0.0,0.027030000000000002,0.01351,0.0,0.04054,0.05405,0.0,0.0,0.01351,0.01351,0.0,0.0,0.0,5.066669999999999,0.62162,72873.87805,1707.0,0.06757,0.0,0.55405,0.44595,0.0,0.08108,0.12162,3.0,0.0,2.33333,3.4814800000000004,9.14286,1.0,5.0,5.0,2.7561,74.0,14.8,61.18326999999999
1656,1.0,1.66667,0.9523799999999999,1.47619,0.0,0.0,1.0,0.0,0.01163,0.0,0.0,0.01163,0.01163,0.0,0.0,0.01163,0.0,0.0,0.0,0.0,5.64286,0.69767,215148.11111,5934.57143,0.0814,0.01163,0.6279100000000001,0.37209000000000003,0.0,0.0814,0.15116,0.57143,1.0,0.66667,2.4,10.0,1.0,7.0,7.0,2.64815,86.0,12.28571,54.376630000000006
1649,2.16667,3.16667,2.0,2.66667,0.0,0.0,0.85714,0.0,0.00926,0.0,0.0,0.03704,0.03704,0.0,0.0,0.01852,0.00926,0.0,0.0,0.0,5.74286,0.61,115319.65625,6378.14286,0.07407000000000001,0.0,0.59259,0.40741,0.0,0.08333,0.11110999999999999,1.25,0.0,0.66667,2.18182,9.4,1.0,7.0,7.0,2.45312,108.0,15.42857,66.325
2926,0.25,0.75,0.8,1.2,0.0,0.0,0.8,0.0,0.0241,0.01205,0.0,0.03614,0.04819,0.0,0.0,0.03614,0.01205,0.0,0.0,0.0,5.13333,0.6988,184937.01961,395.4,0.07229,0.0,0.61446,0.38554,0.01205,0.04819,0.10843,1.66667,0.0,1.0,3.25,6.57143,1.0,5.0,5.0,2.7451,83.0,16.6,51.57395
2532,5.2,11.4,4.4,9.13333,0.6,0.6,2.16667,0.0,0.01695,0.00565,0.0,0.03955,0.0565,0.0,0.0,0.0452,0.00565,0.0,0.0,0.0113,4.41212,0.58526,185815.58620999998,425.33333,0.12429000000000001,0.02825,0.65537,0.34463,0.00231,0.0565,0.15254,2.5625,2.0,0.76,3.75472,8.84211,1.0,6.0,6.0,2.49138,177.0,29.5,45.390809999999995
3031,1.0,1.0,1.0,1.0,0.0,0.0,0.5,0.0,0.025639999999999996,0.025639999999999996,0.0,0.025639999999999996,0.05127999999999999,0.0,0.0,0.0,0.025639999999999996,0.0,0.0,0.0,7.58333,0.74359,109080.42308,63.5,0.05127999999999999,0.025639999999999996,0.66667,0.33333,0.0,0.025639999999999996,0.15385,0.5,3.0,0.2,3.6875,8.4,1.0,2.0,2.0,2.34615,39.0,19.5,66.35019
2121,2.9,3.0,2.36364,2.70909,0.0,0.0,1.18182,0.0,0.025,0.016669999999999997,0.0,0.025,0.05832999999999999,0.0,0.0,0.025,0.04167,0.0,0.0,0.0,4.053030000000001,0.60429,372192.53247,183901.72727,0.08333,0.008329999999999999,0.64167,0.35833000000000004,0.0,0.04167,0.125,2.6,3.0,0.64286,3.84,8.77778,1.0,11.0,11.0,2.88312,120.0,10.909089999999999,44.59227
2127,5.25,5.875,4.41667,5.47222,0.0,0.0,1.0,0.0,0.00775,0.0,0.0,0.02326,0.05426,0.0,0.0,0.031010000000000003,0.02326,0.0,0.0,0.0155,3.91667,0.534,508510.43023,153763.44444000002,0.10853,0.03876,0.66667,0.33333,0.0,0.02326,0.14729,2.5,3.5,0.6875,2.25532,7.4,1.0,9.0,9.0,2.73256,129.0,14.333329999999998,47.379690000000004
3309,0.8,1.8,0.4,1.2,0.0,0.0,1.16667,0.01111,0.02222,0.01111,0.0,0.03333,0.055560000000000005,0.0,0.01111,0.03333,0.01111,0.0,0.0,0.0,7.388889999999999,0.74444,254842.73214,1896.8333300000002,0.04444,0.01111,0.62222,0.37778,0.0,0.055560000000000005,0.22221999999999997,1.0,11.0,1.0,4.65385,7.0,1.0,6.0,6.0,2.75,90.0,15.0,47.49
1619,4.66667,6.66667,3.83333,4.66667,0.0,0.0,5.0,0.0,0.034480000000000004,0.008620000000000001,0.0,0.05172,0.06897,0.0,0.0,0.02586,0.008620000000000001,0.0,0.0,0.008620000000000001,7.05,0.59353,205601.02817,854.25,0.08621000000000001,0.0431,0.61207,0.38793,0.0,0.034480000000000004,0.06897,2.8,0.0,1.0,2.27083,10.14286,1.0,4.0,4.0,2.61972,116.0,29.0,47.282759999999996
2122,5.66667,6.11111,4.4888900000000005,5.11111,0.0,0.0,1.8,0.0,0.009009999999999999,0.0,0.0,0.027030000000000002,0.04505,0.0,0.0,0.027030000000000002,0.027030000000000002,0.0,0.0,0.0,4.75,0.5475,393387.97333,148598.0,0.09009,0.027030000000000002,0.6756800000000001,0.32432,0.0,0.027030000000000002,0.13514,2.6,4.33333,0.64286,2.3555599999999997,8.272730000000001,1.0,10.0,10.0,2.74667,111.0,11.1,48.552279999999996
1149,1.0,1.4,0.86667,1.0,0.0,0.0,1.33333,0.0,0.0099,0.0,0.0,0.0297,0.0396,0.0198,0.0,0.0297,0.0297,0.0099,0.0,0.0099,9.61111,0.75,159380.75676,3134.16667,0.16832,0.0297,0.7326699999999999,0.26733,0.0,0.0297,0.11880999999999999,0.85714,2.5,1.6,3.61765,7.0,1.0,6.0,6.0,2.74324,101.0,16.83333,35.74521
3176,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.04167,0.04167,0.0,0.0,0.04167,0.0,0.0,0.0,0.04167,0.0,0.0,0.0,4.0,0.79167,36536.14286,433.0,0.04167,0.0,0.58333,0.41667,0.0,0.08333,0.125,0.0,0.0,1.33333,1.4,8.5,1.0,2.0,2.0,3.21429,24.0,12.0,32.205
3041,1.0,1.66667,2.33333,2.83333,0.0,0.0,3.0,0.0,0.03896,0.01299,0.0,0.05195,0.07792,0.0,0.0,0.05195,0.05195,0.02597,0.0,0.0,7.0625,0.67532,283073.6875,1225.25,0.05195,0.03896,0.62338,0.37661999999999995,0.0,0.03896,0.15584,1.5,1.66667,0.72727,4.75,7.2,1.0,4.0,4.0,2.45833,77.0,19.25,60.09625
2125,2.9,3.0,2.36364,2.70909,0.0,0.0,1.18182,0.0,0.02479,0.01653,0.0,0.02479,0.05785,0.0,0.0,0.02479,0.041319999999999996,0.0,0.0,0.0,4.07576,0.6059100000000001,367428.53846,183707.36364,0.08263999999999999,0.00826,0.64463,0.35536999999999996,0.0,0.041319999999999996,0.12397000000000001,2.6,3.0,0.64286,3.74,8.77778,1.0,11.0,11.0,2.8589700000000002,121.0,11.0,45.39727
2973,3.375,4.75,2.75,3.5,0.0,0.125,0.66667,0.0,0.02395,0.01198,0.0,0.059879999999999996,0.08982000000000001,0.00599,0.0,0.0479,0.029939999999999998,0.0,0.0,0.01796,5.5629599999999995,0.54706,255198.29808,3556.1111100000003,0.1018,0.01198,0.62275,0.37725,0.0,0.059879999999999996,0.12575,3.6428599999999998,4.0,0.66667,4.28571,8.65,1.0,9.0,9.0,2.99038,167.0,18.55556,34.4586
1115,4.33333,7.33333,3.0,5.16667,0.0,0.0,3.0,0.0,0.03425,0.0274,0.0,0.0274,0.05479,0.0137,0.0,0.02055,0.0411,0.0,0.0,0.0,9.57386,0.60277,184559.2551,1169.75,0.09589,0.0137,0.67123,0.32877,0.0,0.0274,0.13699,3.1428599999999998,2.0,1.0,3.13559,6.42857,1.0,4.0,4.0,2.84694,146.0,36.5,16.51216
2435,2.75,3.25,2.7,3.5,0.0,0.0,1.4,0.01351,0.04054,0.01351,0.0,0.05405,0.08108,0.0,0.0,0.027030000000000002,0.01351,0.0,0.0,0.01351,5.38333,0.6351399999999999,254411.26829,999.8,0.06757,0.0,0.55405,0.44595,0.0,0.04054,0.09459,2.33333,0.0,1.0,4.076919999999999,7.16667,1.0,5.0,5.0,2.68293,74.0,14.8,64.613
1392,3.0,3.2,1.8,2.26667,0.6,2.0,1.0,0.0,0.018690000000000002,0.00935,0.0,0.037380000000000004,0.05607,0.018690000000000002,0.0,0.037380000000000004,0.04673,0.00935,0.0,0.0,4.0,0.56125,208478.92063,130.83333000000002,0.05607,0.00935,0.5887899999999999,0.41121,0.01,0.02804,0.15888,0.8333299999999999,1.0,0.9375,3.77419,10.73333,1.0,6.0,6.0,2.49206,107.0,17.83333,65.48744
3032,2.0,2.0,2.0,2.0,0.0,0.0,0.5,0.0,0.025639999999999996,0.025639999999999996,0.0,0.025639999999999996,0.05127999999999999,0.0,0.0,0.0,0.025639999999999996,0.0,0.0,0.0,6.625,0.76923,118400.14285999999,63.5,0.05127999999999999,0.025639999999999996,0.71795,0.28205,0.0,0.025639999999999996,0.15385,0.5,3.0,0.2,3.55556,8.4,1.0,2.0,2.0,2.28571,39.0,19.5,66.35019
2178,3.0,4.0,3.0,4.0,0.0,0.0,0.5,0.0,0.03125,0.0,0.0,0.03125,0.03125,0.0,0.0,0.03125,0.0,0.0,0.0,0.0,5.5,0.75,74862.26316,1016.5,0.15625,0.0,0.59375,0.40625,0.0,0.0625,0.15625,2.6,0.0,1.4,4.11111,9.33333,1.0,2.0,2.0,2.9473700000000003,32.0,16.0,39.60125
1372,5.0,7.0,4.4,5.7,0.0,0.0,1.0,0.0,0.032260000000000004,0.01935,0.0,0.05806,0.07742,0.0,0.0,0.05161,0.01935,0.0,0.0,0.0,4.91905,0.60036,175973.90909,109.0,0.07097,0.00645,0.5677399999999999,0.43226000000000003,0.02036,0.07097,0.16129000000000002,5.625,5.0,0.81818,3.83333,9.84211,1.0,5.0,5.0,2.88636,155.0,31.0,33.97903
1529,1.14286,1.8571400000000002,0.96429,1.4285700000000001,0.0,0.0,0.875,0.0,0.01923,0.00962,0.0,0.02885,0.03846,0.0,0.0,0.02885,0.00962,0.0,0.0,0.0,6.5625,0.5379999999999999,119628.03332999999,1329.25,0.07692,0.0,0.57692,0.42308,0.0,0.06731000000000001,0.10577,1.66667,0.0,0.54545,2.84615,7.636360000000001,1.0,8.0,8.0,2.85,104.0,13.0,55.865
1354,0.71429,1.4285700000000001,0.60714,1.0357100000000001,0.0,0.0,1.875,0.0,0.0101,0.0,0.0,0.05051,0.05051,0.0,0.0,0.05051,0.0,0.0,0.0,0.0,4.26042,0.59596,171498.63934000002,1023.375,0.08081,0.0101,0.61616,0.38384,0.0,0.05051,0.19192,0.75,5.0,0.63158,3.83871,6.14286,1.0,8.0,8.0,2.9836099999999997,99.0,12.375,41.43801
2920,0.5,0.66667,0.57143,0.85714,0.0,0.0,0.71429,0.0,0.02105,0.01053,0.0,0.031580000000000004,0.04211,0.0,0.0,0.02105,0.02105,0.0,0.0,0.0,4.13605,0.6631600000000001,57931.516670000005,2218.14286,0.09473999999999999,0.0,0.63158,0.36841999999999997,0.01053,0.06316000000000001,0.07368,0.88889,0.0,0.71429,2.40541,6.28571,1.0,7.0,7.0,2.8166700000000002,95.0,13.57143,49.830529999999996
1126,1.6,1.6,1.06667,1.13333,0.0,0.0,1.5,0.0,0.01099,0.0,0.0,0.03297,0.04396,0.02198,0.0,0.03297,0.03297,0.01099,0.0,0.01099,8.05556,0.73626,145439.31818,3134.16667,0.08791,0.03297,0.72527,0.27473000000000003,0.0,0.05495,0.15385,0.75,2.5,1.45455,3.125,7.1,1.0,6.0,6.0,2.48485,91.0,15.166670000000002,55.8738
1082,0.66667,0.66667,0.5,0.8333299999999999,0.0,0.0,1.0,0.0,0.017240000000000002,0.0,0.0,0.034480000000000004,0.06897,0.0,0.0,0.05172,0.05172,0.0,0.0,0.0,4.9833300000000005,0.75862,145577.85294,595.5,0.12069,0.0,0.58621,0.41379,0.0,0.05172,0.13793,3.0,0.0,1.14286,5.38889,11.25,1.0,4.0,4.0,2.8529400000000003,58.0,14.5,43.03819
1536,4.0,4.0,5.0,5.0,0.0,0.0,0.66667,0.0,0.02632,0.01316,0.0,0.052629999999999996,0.06579,0.0,0.0,0.02632,0.02632,0.0,0.0,0.0,12.16667,0.59211,240987.31915,0.0,0.13158,0.01316,0.61842,0.38158000000000003,0.0,0.02632,0.052629999999999996,2.2,3.0,1.0,4.68966,8.33333,1.0,3.0,3.0,2.51064,76.0,25.33333,53.92167
2456,0.0,2.0,0.66667,2.0,0.0,0.0,2.0,0.0,0.01515,0.0,0.0,0.09091,0.09091,0.0,0.0,0.060610000000000004,0.01515,0.0,0.0,0.0,5.80556,0.63636,246025.74359,4580.6666700000005,0.01515,0.0,0.59091,0.40909,0.0,0.060610000000000004,0.16667,2.0,0.0,0.72727,2.40741,10.5,1.0,3.0,3.0,3.17949,66.0,22.0,20.132270000000002
1941,6.16667,6.83333,6.28571,7.0,0.0,0.0,1.0,0.0,0.03252,0.024390000000000002,0.0,0.01626,0.048780000000000004,0.0,0.0,0.00813,0.03252,0.0,0.0,0.00813,12.523810000000001,0.6225,254504.25,1208.57143,0.08943,0.00813,0.68293,0.31706999999999996,0.01,0.03252,0.11382,0.66667,0.0,0.8,1.48936,5.0,1.0,7.0,7.0,2.94048,123.0,17.57143,31.536590000000004
2035,0.75,1.0,0.6,1.2,1.25,2.25,1.2,0.0,0.0,0.0,0.0,0.06522,0.08696,0.04348,0.0,0.06522,0.08696,0.0,0.02174,0.0,3.2,0.69565,145683.93103,9027.2,0.15217,0.02174,0.63043,0.36956999999999995,0.04348,0.08696,0.21739,3.5714300000000003,1.0,0.77778,2.45455,10.0,1.0,5.0,5.0,3.06897,46.0,9.2,33.51439
2434,1.0,1.0,1.0,1.0,0.0,0.0,1.5,0.0,0.02222,0.0,0.0,0.02222,0.02222,0.0,0.0,0.02222,0.0,0.0,0.0,0.0,6.5,0.73333,68890.68966,1290.5,0.04444,0.0,0.64444,0.35556,0.0,0.06667000000000001,0.13333,2.0,0.0,1.5,4.16667,8.0,1.0,2.0,2.0,2.58621,45.0,22.5,47.3975
2530,5.0,10.66667,4.83333,10.33333,0.0,0.0,2.25,0.0,0.02055,0.00685,0.0,0.03425,0.05479,0.0,0.0,0.03425,0.00685,0.0,0.0,0.0137,9.36458,0.5944699999999999,273963.90426,258.5,0.12329000000000001,0.03425,0.64384,0.35616,0.0,0.0411,0.13699,2.42857,2.0,0.77778,2.66667,10.71429,1.0,4.0,4.0,2.5531900000000003,146.0,36.5,37.37243
1717,2.66667,3.33333,6.16667,6.83333,0.0,0.0,3.25,0.0,0.026789999999999998,0.00893,0.0,0.026789999999999998,0.035710000000000006,0.0,0.0,0.01786,0.00893,0.0,0.0,0.00893,8.4375,0.49308,304627.06849000003,560.25,0.00893,0.00893,0.65179,0.34820999999999996,0.0,0.053570000000000007,0.09821,4.0,4.0,0.90909,2.0666700000000002,7.8,1.0,4.0,4.0,2.79452,112.0,28.0,27.79893
2034,9.0,9.0,9.0,9.0,0.0,0.0,1.0,0.0,0.023809999999999998,0.0,0.0,0.023809999999999998,0.047619999999999996,0.0,0.0,0.023809999999999998,0.023809999999999998,0.0,0.023809999999999998,0.0,7.91667,0.66667,283002.12,900.0,0.0,0.023809999999999998,0.59524,0.40476,0.0,0.07143,0.16667,0.0,1.0,0.8333299999999999,2.4117599999999997,6.33333,1.0,2.0,2.0,3.16,42.0,21.0,26.09143
2970,2.33333,3.5,1.14286,1.8571400000000002,0.0,0.0,1.4285700000000001,0.0,0.02609,0.0087,0.0,0.05217,0.06957,0.0087,0.0,0.05217,0.04348,0.0,0.0,0.0,6.35238,0.62,241241.50685,7890.714290000001,0.13043,0.0,0.63478,0.36522,0.01,0.03478,0.09565,2.92308,0.0,0.36364,2.84615,14.777779999999998,1.0,7.0,7.0,2.7260299999999997,115.0,16.42857,47.5113
1367,3.125,3.5,1.97222,2.27778,0.0,0.0,0.66667,0.0,0.02,0.006670000000000001,0.0,0.04,0.046669999999999996,0.0,0.0,0.03333,0.006670000000000001,0.0,0.0,0.0,5.96667,0.53627,239746.23333000002,682.1111099999999,0.08667000000000001,0.013330000000000002,0.6,0.4,0.01863,0.053329999999999995,0.13333,3.83333,3.0,0.55,2.65957,9.11765,1.0,9.0,9.0,2.8555599999999997,150.0,16.66667,45.79833
1996,7.4,8.4,14.0,15.266670000000001,0.0,0.0,0.16667,0.0,0.02685,0.020130000000000002,0.0,0.020130000000000002,0.04698,0.00671,0.0,0.01342,0.03356,0.0,0.0,0.00671,8.20833,0.5846,260634.85849,973.83333,0.07382999999999999,0.00671,0.71141,0.28859,0.0056,0.02685,0.12752,0.77778,0.0,1.16667,1.375,5.33333,1.0,6.0,6.0,2.9717,149.0,24.83333,18.09091
3037,1.0,1.0,1.0,1.0,0.0,0.0,0.5,0.0,0.025639999999999996,0.025639999999999996,0.0,0.025639999999999996,0.05127999999999999,0.0,0.0,0.0,0.025639999999999996,0.0,0.0,0.0,6.625,0.76923,115429.48148,63.5,0.05127999999999999,0.025639999999999996,0.69231,0.30769,0.0,0.025639999999999996,0.15385,0.5,3.0,0.2,3.47059,8.4,1.0,2.0,2.0,2.2963,39.0,19.5,66.35019
1593,12.5,15.0,9.33333,11.66667,0.0,0.0,0.66667,0.0,0.03883,0.00971,0.0,0.03883,0.04854,0.0,0.0,0.02913,0.00971,0.0,0.0,0.00971,20.83333,0.535,340517.33333,3941.3333299999995,0.06796,0.02913,0.5825199999999999,0.41748,0.0,0.08738,0.12621,3.16667,0.0,0.46153999999999995,4.81081,14.666670000000002,1.0,3.0,3.0,2.8,103.0,34.33333,37.39443
1525,3.5714300000000003,3.0,3.46429,3.07143,0.0,0.0,3.625,0.0,0.01987,0.00662,0.0,0.03974,0.0596,0.0,0.0,0.046360000000000005,0.00662,0.0,0.0,0.00662,5.83333,0.60885,128060.325,63.0,0.046360000000000005,0.01325,0.5298,0.4702,0.0,0.09272000000000001,0.15894,5.2,4.0,0.86364,3.70455,7.61905,1.0,8.0,8.0,2.9375,151.0,18.875,46.47025
1718,1.14286,1.8571400000000002,1.75,2.78571,0.0,0.0,0.875,0.0,0.03704,0.02222,0.0,0.02222,0.06667000000000001,0.007409999999999999,0.0,0.04444,0.1037,0.007409999999999999,0.0,0.007409999999999999,6.3125,0.5030600000000001,144188.0,19419.125,0.08889,0.007409999999999999,0.58519,0.41481,0.0,0.08889,0.17037,3.33333,1.0,0.63636,3.95349,10.04762,1.0,8.0,8.0,2.5443,135.0,16.875,51.22688
